Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
1,11,1,18,28,2,2,3,64,190,2000,0,700,1224
1,0,2,36,42,2,1,3,75,39,10000,0,800,1150
2,0,6,48,32,1,1,2,35,182,0,0,800,907
1,20,5,24,40,1,1,1,35,90,0,0,600,1105
2,1,2,48,42,5,1,1,35,210,6500,1500,1650,1679
2,2,5,60,35,2,2,2,75,130,0,0,1450,1480
1,6,2,24,63,2,1,1,60,155,4000,0,600,1048
1,10,2,60,45,2,1,3,45,325,12000,1200,1300,1833
2,2,5,36,30,1,1,3,35,0,15000,0,2000,2600
1,15,2,48,32,2,1,1,60,140,3500,0,795,1458
1,17,2,48,55,2,2,3,60,73,15000,0,1900,2205
1,20,2,60,38,2,1,3,60,0,15000,0,1000,1638
1,20,5,48,37,1,1,1,35,114,0,0,1200,2472
1,1,2,42,35,2,1,1,75,54,6000,0,1000,1900
1,17,1,60,58,3,1,1,48,131,0,0,1000,1658
1,5,2,48,39,2,2,3,45,100,30000,0,1550,2294
1,6,1,60,23,2,1,1,62,171,0,0,1000,1209
1,1,1,60,29,2,1,1,73,133,0,0,1000,1158
1,9,2,60,48,2,2,1,60,83,2500,0,1100,1212
1,18,2,60,42,2,1,3,90,0,5000,0,1300,2147
1,0,2,60,42,2,2,2,35,90,3000,1500,1200,1438
1,14,3,48,36,2,1,1,75,155,3500,200,1100,1250
1,11,2,36,37,2,1,1,75,178,3000,0,1000,1048
1,9,3,60,26,2,1,1,35,217,4000,0,750,1546
1,25,2,24,54,2,1,3,75,215,15000,0,1500,2070
2,3,2,60,39,2,1,3,75,491,90000,0,4000,6700
2,0,6,60,31,1,1,2,35,128,0,0,900,982
2,1,6,48,33,2,2,3,75,0,0,0,1000,2218
2,3,5,36,21,1,1,1,35,85,0,0,105,105
2,3,1,36,61,2,1,1,41,57,12000,0,2500,3559
2,9,5,60,31,1,2,1,35,92,0,0,1000,1161
2,0,2,36,36,2,1,4,45,25,3500,0,1300,2246
1,7,1,60,33,2,1,1,84,240,0,0,1000,1928
2,4,1,48,26,1,1,1,47,124,0,0,1500,1756
1,17,2,24,55,2,1,3,75,191,14000,0,1000,2420
1,4,2,36,48,2,1,3,120,300,5000,0,1000,1165
1,10,2,60,35,2,1,1,60,140,4000,0,1000,1578
2,5,2,60,44,2,1,3,45,65,4000,0,1400,1847
1,25,2,18,40,2,1,3,75,0,5000,1600,375,375
1,15,2,60,41,2,1,3,90,0,9000,0,1500,1923
1,0,2,36,47,2,1,2,35,85,99999999,0,500,700
1,4,4,60,62,2,1,3,35,102,8000,0,1200,1405
2,0,2,24,58,2,2,1,45,150,4000,0,600,1607
2,0,2,60,37,2,1,3,90,0,8000,4000,1550,1557
2,2,1,60,42,1,2,1,35,0,0,0,1900,2259
1,38,2,48,57,2,1,3,45,58,12000,0,1500,3262
1,0,5,48,23,1,1,1,35,56,0,0,325,1202
2,10,5,48,54,2,1,1,60,80,0,0,1100,1423
1,8,2,60,24,1,1,3,35,265,8000,0,1200,1590
1,0,2,24,38,2,1,1,75,87,3000,0,500,1214
1,2,2,48,41,2,1,1,75,120,7500,4750,900,1411
1,14,2,60,28,2,1,1,45,178,4000,700,600,700
2,1,1,60,37,4,2,2,66,60,0,0,1500,2800
2,8,5,60,38,2,1,3,60,0,0,0,1300,1480
1,15,1,48,40,2,1,1,57,120,0,0,1000,1500
1,10,1,60,33,2,1,3,75,300,2700,0,1000,1500
1,2,2,60,43,2,2,1,45,63,3000,0,1100,1683
1,22,2,48,44,1,1,1,35,122,5000,0,900,1500
1,30,2,54,54,3,1,3,35,224,20000,0,1100,1603
1,20,2,60,54,2,1,1,35,100,5000,0,1600,2500
2,2,2,36,29,1,1,3,35,71,3000,0,950,1300
1,23,6,36,56,4,1,3,35,157,0,0,1800,2320
2,2,2,60,35,1,1,1,35,51,4000,0,1400,1628
1,0,3,18,27,2,1,1,45,60,0,0,750,1050
1,10,1,36,47,1,1,2,86,114,3500,0,400,872
1,31,2,12,53,2,2,1,60,165,6000,0,594,1332
2,27,1,60,50,2,2,1,87,120,0,0,1300,1350
2,2,2,60,31,4,1,1,35,63,2000,0,1000,1342
1,7,2,36,25,2,1,1,35,70,3000,750,650,700
1,6,6,36,36,2,1,1,60,160,0,0,550,700
2,0,2,60,43,2,2,1,60,85,4000,0,1500,1813
1,2,2,60,36,2,1,1,60,190,4500,1200,1575,1611
2,2,2,60,38,2,2,1,75,77,13000,5000,1805,1805
1,1,2,48,33,2,1,1,45,104,6500,0,1150,1348
1,25,2,36,46,2,1,1,90,145,12000,0,1100,2400
2,0,5,60,23,1,1,2,35,95,0,0,1400,1478
1,5,5,60,21,1,1,1,45,56,0,0,1400,2067
2,2,2,36,37,2,1,2,105,300,5000,0,1000,1570
1,1,2,36,24,2,1,1,45,113,3500,0,1200,1702
1,8,2,12,32,2,2,1,45,211,4500,0,800,2014
1,27,2,18,48,2,1,3,35,70,5000,0,800,1578
1,4,2,60,28,2,1,3,60,125,10000,3500,1200,2100
1,11,2,48,46,2,1,3,75,160,10000,0,1150,1156
2,2,3,36,32,2,1,1,75,80,2500,0,1300,1813
1,1,1,60,26,2,1,2,61,155,0,0,1035,1709
2,1,2,36,35,2,1,3,75,43,3000,280,800,950
1,2,5,30,23,1,1,1,35,60,0,0,600,1127
1,15,2,36,43,2,2,1,60,105,5000,0,400,1631
2,5,2,48,40,2,2,1,35,87,5000,0,600,1258
1,11,5,60,27,1,2,1,35,57,0,0,600,1537
2,0,1,6,37,4,2,3,35,0,0,0,760,768
1,11,2,36,26,2,1,1,60,146,5000,1300,400,1206
1,11,2,60,38,2,1,1,60,153,3000,0,1650,1816
1,6,1,36,26,2,1,1,47,120,0,0,1250,1657
2,1,2,36,27,2,1,2,45,127,4500,3000,600,745
1,14,2,60,51,2,1,1,90,150,3500,0,950,957
1,20,2,48,37,4,1,1,35,165,8000,1000,1300,2500
1,0,2,12,59,2,1,3,45,42,4000,0,400,790
1,0,5,60,25,2,1,4,45,209,2000,0,900,1436
1,10,6,60,48,2,1,1,35,203,4000,1500,1520,1636
1,5,1,48,36,2,2,3,72,120,100000,0,775,950
1,3,1,36,23,1,1,1,59,244,3100,0,700,1199
1,22,2,60,37,2,1,1,60,132,6000,1500,1400,1571
1,0,2,60,30,2,2,1,75,255,4000,0,1500,1749
1,6,2,36,28,2,1,1,45,89,5000,0,800,1054
2,6,2,48,39,2,1,3,75,0,6000,0,1000,1177
1,20,2,48,53,2,1,3,60,83,7500,0,1200,1797
1,15,2,24,40,2,2,1,35,143,10000,0,3000,6468
2,18,2,48,43,2,1,1,90,100,3500,0,1400,1403
2,15,2,60,53,4,1,1,35,95,16500,0,1600,1955
1,3,2,60,36,2,1,1,60,202,4600,1260,1400,1936
1,17,1,48,36,2,1,1,61,162,0,0,1000,1641
1,7,2,30,30,2,2,1,45,126,7000,0,500,1661
1,20,2,36,41,2,1,3,90,250,13500,0,1900,2200
1,3,1,48,33,2,1,1,66,63,2000,0,800,1298
1,1,1,48,27,2,1,3,76,160,0,0,1700,1985
1,0,2,24,28,2,1,2,45,219,6000,0,600,943
1,13,3,48,36,2,1,1,75,81,4750,0,1200,1385
1,8,2,24,46,2,1,3,75,0,15000,0,1000,1603
2,0,2,18,50,2,1,3,135,0,2000,0,700,1256
1,2,5,60,24,1,1,1,35,100,0,0,1600,1601
1,3,5,36,28,1,1,1,35,74,0,0,350,550
2,12,2,48,49,2,2,1,45,152,7500,0,1100,2120
2,7,5,36,31,4,1,1,35,197,0,0,1200,1200
1,20,2,24,54,2,1,1,35,175,11500,0,500,1080
2,17,2,36,60,2,1,1,60,78,2500,0,650,800
2,2,2,36,33,2,1,3,75,220,16000,500,3000,4100
2,1,2,48,39,2,2,3,60,0,6000,0,1300,3626
1,15,1,6,41,2,1,3,93,175,20000,1000,500,1825
1,24,6,60,40,2,1,1,45,115,0,0,1250,1461
1,10,2,60,31,1,1,1,35,80,2500,900,1100,1320
1,2,6,60,20,1,1,1,35,165,2000,0,1000,1275
1,3,1,48,36,2,1,1,71,105,0,0,350,1526
1,3,2,60,47,2,1,1,75,300,8000,0,1060,1160
2,1,5,36,23,1,1,2,35,110,0,0,650,710
1,6,1,48,34,2,1,1,87,120,0,0,1150,1400
1,1,5,36,23,1,1,2,35,56,0,0,500,550
1,5,5,36,21,1,1,1,35,150,0,0,1000,1313
1,5,1,48,34,5,1,3,57,120,9000,0,950,1290
1,25,3,36,49,2,1,1,60,125,5000,0,400,1062
1,0,1,36,51,2,1,1,113,230,0,0,950,950
1,19,2,60,33,2,1,1,75,200,10000,1620,1000,1671
2,11,2,60,58,2,1,1,35,81,11000,0,1400,1550
2,1,1,36,39,2,1,1,85,100,0,0,600,975
1,6,2,36,49,2,1,3,60,100,22000,0,1000,1790
1,3,2,60,38,2,2,2,75,81,4000,0,1000,1037
2,2,6,48,47,1,2,3,35,0,0,0,2150,2152
1,8,2,60,30,2,1,1,75,199,5000,2500,1500,1650
2,5,6,48,32,2,2,1,45,225,0,0,1000,1812
2,2,6,60,26,1,2,2,35,55,0,0,1500,1543
1,1,1,48,42,2,1,1,94,192,0,0,1350,1819
1,30,2,60,59,2,1,3,45,250,10000,0,1000,1098
2,3,5,60,29,1,1,3,35,0,0,0,1500,2500
1,20,2,6,59,2,1,3,60,0,99999999,0,500,1402
1,4,2,60,55,2,1,3,60,350,13000,3000,1700,2200
2,3,2,60,33,4,1,3,35,0,6000,0,950,950
2,3,2,60,39,2,1,1,90,150,5000,0,850,996
1,22,2,24,46,2,1,1,60,100,10500,0,900,1635
2,0,1,60,39,1,2,1,35,0,0,0,2350,2679
2,0,5,48,25,1,1,3,45,145,7000,0,1700,2173
1,11,2,48,53,2,1,1,45,111,5000,0,1300,1763
1,0,5,36,19,1,1,2,35,75,0,0,1450,1473
2,1,5,36,22,1,1,2,35,59,0,0,880,940
1,23,2,24,57,2,1,1,45,93,2500,0,600,1118
1,5,3,48,43,2,2,1,75,136,2500,500,940,1133
1,31,2,48,56,2,1,1,35,144,3000,0,850,928
1,3,2,60,42,2,1,1,60,143,5000,0,850,1059
1,2,5,48,22,1,2,1,35,187,15000,0,1100,1170
2,10,2,60,47,4,1,1,35,229,7000,0,2550,3500
1,30,2,48,53,2,1,3,45,0,38000,0,1600,2120
1,8,1,36,33,2,1,1,78,175,0,0,1000,1187
1,5,1,36,46,2,1,1,82,223,0,0,450,650
2,10,1,60,58,5,1,3,82,470,0,0,1350,1488
2,0,3,60,47,2,1,2,75,156,2000,200,600,1556
2,11,5,60,30,2,2,1,45,105,5000,0,1500,2500
1,13,2,60,58,2,1,1,75,211,7500,2000,800,1214
2,0,2,60,38,2,2,2,75,120,3500,0,1500,1702
1,0,5,48,28,1,1,3,35,100,0,0,900,1400
1,3,2,36,40,2,1,1,35,158,14000,0,700,850
1,20,2,60,49,2,1,1,60,130,4000,0,1100,1738
2,5,2,42,32,2,1,1,60,96,6000,800,1700,2349
1,10,6,60,50,1,1,1,35,147,0,0,1080,1152
1,3,2,60,33,2,2,1,45,193,10000,1500,1300,1730
1,12,2,12,40,2,1,1,75,390,8000,0,500,1732
1,24,2,36,39,2,1,1,90,90,12000,4000,700,1693
1,1,5,48,22,1,1,3,45,158,0,0,260,1440
1,2,1,36,27,2,1,1,45,102,0,0,600,650
1,11,2,18,37,2,1,1,45,115,20000,0,600,1200
1,12,2,48,38,2,1,1,60,85,3000,0,500,960
1,10,2,36,52,2,1,3,35,225,25000,0,2000,2315
1,14,2,60,49,2,1,3,60,103,36000,0,1300,1648
2,0,2,60,59,2,1,4,35,131,12000,0,1150,1157
2,1,1,48,37,4,2,1,46,110,0,0,900,1312
1,2,1,60,24,2,1,1,55,100,4000,0,1750,1900
2,20,2,60,44,2,2,3,75,60,3000,0,1500,1912
1,3,2,48,29,2,1,1,45,145,3500,0,700,1104
1,6,2,36,42,2,1,1,60,132,6000,0,1200,1513
2,4,3,36,38,2,1,2,75,170,5000,1500,650,700
1,11,3,48,31,2,1,1,45,140,4000,0,700,1225
2,13,1,60,40,4,1,3,64,35,2500,0,1920,1920
1,8,2,60,51,2,1,1,45,250,4000,0,1000,1250
1,2,5,48,25,1,1,1,35,91,0,0,900,1763
1,6,1,36,38,2,1,3,95,500,25000,21400,800,1011
1,5,2,60,37,2,1,4,75,145,3000,672,1300,1510
1,12,2,60,33,2,2,3,90,146,15000,0,1150,1284
1,1,2,36,42,2,1,2,60,62,3000,0,300,450
1,7,2,48,32,2,1,1,75,115,3000,0,800,1200
2,10,2,48,63,2,2,3,35,0,3000,0,4000,4769
2,1,2,36,52,2,2,3,60,99999999,100000,20000,1500,2340
1,2,6,36,26,1,1,1,35,63,0,0,300,1111
1,2,2,36,30,2,1,1,45,350,4000,0,800,1800
2,4,5,36,26,1,2,3,35,65,3500,0,1300,1475
2,10,5,60,34,2,2,3,60,400,12000,0,2075,2253
1,15,2,48,37,2,2,3,45,178,30000,9500,2400,3120
1,6,2,36,58,2,1,1,60,390,45000,0,1000,2318
1,1,5,60,24,1,1,1,35,91,0,0,900,1060
1,14,2,60,56,2,2,3,75,150,99999999,0,1000,1104
2,13,6,60,31,2,1,1,60,105,0,0,1200,1423
1,8,5,12,27,1,1,3,35,150,3000,0,275,550
1,6,2,36,23,2,1,1,45,117,3000,50,600,940
1,1,1,36,22,1,1,1,59,136,0,0,450,2050
2,1,5,48,23,1,1,1,35,165,0,0,1300,1440
2,4,1,36,27,4,1,1,47,116,0,0,1300,1700
1,0,6,18,22,1,1,2,35,150,0,0,175,475
2,1,6,48,26,1,1,2,35,116,2000,0,1100,1123
2,20,2,36,57,2,1,1,90,114,5000,1500,1000,1193
1,6,2,60,28,2,1,1,60,102,5000,0,700,1355
1,5,2,60,49,2,1,1,35,122,5000,0,1500,1740
1,2,5,36,24,1,1,1,35,60,0,0,450,750
1,29,2,60,44,2,1,1,75,125,10000,0,1600,1800
1,10,2,24,34,2,1,3,45,225,25000,0,1300,2063
1,15,2,60,33,2,1,1,90,144,3000,200,960,960
2,5,6,48,22,1,1,1,35,82,0,0,480,1910
1,12,2,36,42,2,1,3,60,0,15000,0,1000,1500
1,2,6,48,29,1,1,1,35,75,0,0,650,824
1,29,2,48,56,2,1,1,45,100,3000,0,900,1360
1,4,2,60,64,1,1,4,35,150,9000,0,984,1054
1,14,2,48,32,2,1,2,45,165,4000,112,1300,1346
1,10,2,48,42,2,1,3,105,230,30000,5000,1200,1570
1,1,5,12,24,1,1,1,35,128,0,0,300,1056
1,10,2,24,52,2,1,1,75,318,4500,700,700,2004
2,4,1,60,34,2,2,1,100,247,0,0,1700,2278
2,6,1,48,53,4,2,1,56,208,0,0,1200,1479
1,11,2,60,29,1,1,1,35,57,1500,0,700,994
1,15,5,36,40,2,2,3,75,0,0,0,375,375
1,1,5,60,31,1,1,1,35,137,0,0,1250,1253
1,15,2,36,47,2,1,1,75,230,13000,1400,1400,1568
1,12,3,60,45,2,1,1,45,292,99999999,0,950,997
1,2,1,24,26,1,1,3,55,200,0,0,600,1097
1,7,1,60,56,2,1,1,55,101,0,0,790,1106
1,3,2,60,38,2,1,3,60,100,18000,0,1500,2360
2,10,6,36,45,2,2,1,45,102,0,0,535,585
1,6,5,60,31,2,1,1,45,199,0,0,1200,1700
1,1,2,60,28,2,2,1,60,150,3500,270,1000,1119
1,15,2,12,46,2,1,3,45,265,7000,0,400,1127
1,4,2,60,32,2,1,1,60,147,3500,0,830,935
2,1,2,60,35,1,1,2,35,181,4500,0,1600,1912
1,17,2,48,43,2,1,1,75,251,5500,0,1100,1664
1,31,1,60,59,2,1,1,53,80,0,0,1050,1182
1,11,2,60,34,2,1,1,35,100,3500,0,950,1241
2,0,2,24,37,2,1,2,60,90,3500,0,500,963
1,6,5,60,26,2,1,1,60,108,0,0,1200,1250
1,0,2,60,30,1,1,2,35,285,8000,0,850,1251
1,15,2,60,35,1,2,1,35,150,5000,2800,1300,1332
1,1,5,30,22,1,1,1,35,111,0,0,775,1100
2,0,6,60,34,1,1,1,35,140,3000,0,1550,1570
2,1,5,48,36,2,1,2,60,45,0,0,1200,1401
1,2,1,36,42,1,1,1,45,104,0,0,800,870
1,15,2,60,34,2,1,1,75,146,5000,0,1400,1626
1,2,2,48,51,2,1,3,60,241,6500,51,900,1100
1,9,2,48,23,1,1,1,35,123,7500,0,800,1111
1,6,2,48,33,2,1,3,45,78,3500,0,1100,1526
1,2,1,36,31,1,1,4,35,0,0,0,525,800
1,3,5,24,25,1,2,1,35,128,0,0,300,1397
1,6,1,60,49,2,2,2,100,100,30000,0,1500,1500
1,12,2,36,49,2,1,3,35,78,12000,2000,1000,1200
1,15,2,24,39,2,1,1,60,180,4500,0,590,1793
2,5,4,48,46,2,1,3,75,91,6000,0,4500,6222
1,16,1,48,32,1,2,1,47,120,0,0,800,1224
1,5,2,60,48,2,1,1,60,187,3000,0,1300,1400
1,3,3,48,39,4,1,3,35,250,4000,1500,700,839
2,0,5,48,28,5,2,1,35,280,0,0,1300,2058
1,6,3,60,45,2,1,1,60,169,2500,300,1250,1565
1,8,2,24,32,2,1,1,60,77,4000,0,350,865
1,14,2,60,34,2,1,1,45,130,4000,0,1100,1654
2,0,6,60,32,1,1,2,35,0,0,0,600,1690
1,10,5,60,30,2,1,1,60,195,800,0,1800,2400
1,4,1,60,29,2,2,1,59,142,1000,0,1250,1267
1,20,2,48,53,2,1,3,35,0,6000,0,1157,1200
2,0,1,60,25,2,2,1,69,235,0,0,1400,1650
1,13,2,24,32,2,1,1,75,305,8000,0,1400,2060
1,3,1,36,21,1,1,1,44,89,0,0,400,500
1,3,2,60,32,2,1,1,35,138,3500,0,1600,2131
2,0,2,60,32,2,2,1,35,75,4500,1000,900,1084
1,11,1,60,58,2,1,1,71,110,3000,0,1150,1363
1,18,2,60,45,1,2,1,35,197,2000,0,1500,1578
1,10,2,24,52,2,1,1,60,81,5000,0,250,1003
2,25,2,60,61,2,2,3,45,100,39000,0,1060,1134
2,3,2,36,45,2,2,1,60,87,3500,0,650,650
1,2,2,60,35,2,1,4,60,175,2500,0,1250,1412
1,15,2,48,46,2,1,1,90,148,12000,0,1000,1266
2,15,1,24,47,2,2,3,79,41,7000,0,1200,2257
1,15,2,48,31,2,1,1,60,171,7000,0,1200,1290
2,0,5,60,25,2,2,1,45,148,0,0,1400,1557
1,0,3,48,41,2,1,1,75,146,10000,0,1370,1623
1,22,2,36,45,2,1,1,75,260,3000,0,1200,2267
2,6,1,60,38,2,2,1,55,103,0,0,1100,1303
2,9,1,36,46,2,1,1,84,87,0,0,1200,1471
1,5,2,60,36,2,1,1,90,223,4000,0,1660,1838
1,36,2,60,51,2,1,1,35,205,4000,0,950,1017
1,9,5,60,35,2,1,1,60,118,0,0,1000,1656
1,30,1,36,53,2,1,2,70,95,0,0,800,800
2,0,2,60,24,2,1,4,35,104,7000,2500,1350,1425
2,2,6,60,22,2,2,1,60,125,0,0,1100,1281
1,8,2,60,38,2,1,1,35,218,8000,0,1500,1785
2,35,2,48,52,2,1,1,60,135,5000,0,1200,1400
1,15,2,60,39,4,1,3,45,54,7000,0,1500,2230
1,11,2,60,38,2,1,3,35,122,3500,0,1000,1182
1,5,5,36,22,1,1,1,35,100,0,0,1000,1200
1,36,2,60,61,2,1,1,45,154,4000,0,1350,1650
1,13,2,48,45,2,1,1,45,106,4000,0,400,1615
2,0,5,36,30,1,1,4,45,32,0,0,650,750
1,13,6,60,37,2,1,1,60,103,99999999,0,1300,1966
1,5,1,30,59,2,1,1,81,207,20000,0,700,1460
1,12,6,36,33,2,1,1,45,267,0,0,1000,1696
1,2,6,36,24,2,1,1,60,102,0,0,900,1555
1,1,5,36,21,1,1,2,35,92,2000,0,700,1162
1,10,2,36,38,2,1,1,75,135,5500,1440,690,1000
1,18,6,36,52,2,1,1,35,120,0,0,600,1418
1,17,2,12,37,2,1,1,75,188,7000,1000,600,1890
1,6,5,60,24,4,1,1,45,220,3000,0,1600,1700
1,18,6,36,42,1,1,1,35,83,0,0,700,1380
1,1,5,24,23,1,1,1,35,62,0,0,350,350
2,1,3,48,63,2,1,4,35,0,2000,0,500,1400
1,6,2,48,52,2,1,1,45,190,3500,0,1500,1905
1,3,1,48,28,1,1,1,51,160,0,0,550,1440
2,10,2,60,27,2,1,1,45,120,5000,2000,1570,1914
1,20,2,12,49,2,1,1,90,110,15000,0,125,325
2,10,2,36,36,2,2,3,60,200,7000,0,1100,1250
1,1,5,60,21,1,1,3,35,100,0,0,900,1290
2,0,2,48,45,2,1,1,90,156,5000,0,1350,1357
2,8,6,36,39,2,1,1,35,0,0,0,450,550
1,22,3,60,36,2,1,1,75,190,3500,0,1300,1579
2,10,1,24,36,2,1,3,60,0,0,0,240,240
1,3,1,60,41,2,2,1,77,166,0,0,2200,2625
1,9,1,36,39,2,1,3,54,90,0,0,600,875
1,1,1,60,54,2,1,4,54,87,8000,0,1000,1202
1,0,2,60,26,2,1,1,45,150,3500,0,1310,1464
1,4,2,48,24,2,1,1,35,95,2500,0,900,1625
1,7,2,12,51,2,1,3,75,120,5000,0,250,375
1,5,2,48,46,2,1,1,60,130,4000,0,950,1544
1,5,5,48,27,2,2,3,45,175,0,0,1000,1342
1,5,1,24,34,2,1,3,95,199,0,0,250,650
2,0,2,48,38,2,1,3,90,38,2800,0,1050,1238
2,16,2,36,30,2,1,1,45,82,4500,0,800,975
2,1,2,60,36,2,2,3,45,0,4000,2000,1500,1743
2,10,3,60,30,2,1,1,35,123,2000,0,1600,1600
2,1,1,48,23,1,1,3,35,0,0,0,1200,1366
1,6,2,48,55,2,1,3,45,74,16000,1500,2000,3753
2,20,2,48,47,2,1,3,45,66,99999999,0,1200,1668
2,4,1,60,38,2,1,1,79,188,3000,1500,1350,1624
2,12,2,60,35,2,1,1,60,92,3000,1600,875,875
1,5,2,60,40,2,1,1,75,86,4900,0,1300,1581
1,1,5,24,22,1,1,2,35,80,0,0,150,400
2,4,2,60,42,2,1,1,75,135,4000,0,978,978
1,3,2,60,36,2,1,3,60,139,6000,0,1200,1343
1,5,2,48,33,2,1,1,75,158,4000,1100,1250,1550
1,10,1,48,28,2,1,1,56,108,0,0,1100,1684
2,11,2,60,45,2,2,1,105,235,2000,670,1400,2079
1,4,5,60,27,2,1,3,35,0,0,0,1050,1214
2,3,2,60,53,2,1,1,45,98,3500,0,1350,1453
1,30,2,36,53,2,1,1,75,165,5000,0,900,900
1,8,2,60,41,2,1,1,60,70,5000,0,900,1300
2,6,1,48,65,2,1,4,69,237,0,0,1571,1571
1,11,2,36,32,2,1,1,60,101,12000,2400,965,1265
1,20,1,48,55,2,1,3,51,156,0,0,1000,1643
1,11,2,60,35,2,1,1,60,115,4000,75,1250,1284
1,1,2,48,31,2,1,1,75,201,2500,96,1100,1642
1,15,6,60,32,2,1,1,45,88,0,0,500,1131
2,0,6,36,48,2,2,3,45,0,0,0,1600,2053
1,1,1,6,25,1,1,1,46,112,0,0,200,600
1,15,1,36,36,2,1,1,60,145,0,0,900,1621
1,9,2,60,32,2,1,1,75,345,6000,3300,700,994
2,4,1,60,42,5,2,1,70,350,0,0,2200,2441
2,6,2,48,58,2,2,3,60,400,86000,0,930,945
1,2,2,48,52,2,1,1,75,218,3000,10,1400,1565
1,2,6,36,29,1,1,1,35,70,0,0,300,850
1,1,5,48,25,1,1,3,35,280,6000,0,1100,1650
1,10,3,60,46,2,1,1,75,66,5500,1700,1250,1525
2,0,6,60,32,2,1,1,75,160,0,0,1300,1350
1,3,1,60,48,2,1,4,77,24,0,0,1700,1803
1,2,2,60,30,2,2,1,45,174,4000,0,2000,2250
1,33,2,48,61,2,1,1,35,130,8000,0,850,1050
2,1,2,36,38,2,1,3,90,49,7000,300,1200,1619
2,8,5,60,49,2,1,3,105,43,3000,0,1200,1451
1,16,2,18,32,2,2,1,60,140,12000,240,250,542
1,3,6,48,32,1,2,1,35,71,0,0,1000,1200
1,15,3,60,33,1,1,1,35,163,5000,0,1000,2244
2,0,2,60,41,2,1,2,45,40,4500,80,800,825
1,8,1,48,33,2,1,1,73,125,0,0,944,1054
1,14,1,48,29,2,1,1,52,70,0,0,800,1210
1,10,2,60,38,2,1,1,45,184,6000,1000,1125,1325
1,1,1,60,29,2,1,1,59,142,0,0,700,1344
1,2,2,36,31,2,1,3,60,92,2500,850,600,1638
2,5,3,72,29,2,1,1,45,92,1500,850,1450,1516
1,8,6,24,41,5,1,1,60,90,4000,0,500,1600
1,10,1,36,33,2,1,1,68,84,0,0,400,470
1,30,1,60,54,2,1,1,54,93,0,0,1000,1387
1,10,1,48,39,2,1,1,51,163,0,0,880,1345
2,0,1,60,38,2,1,3,35,0,0,0,1300,1636
1,0,5,24,24,1,1,2,35,117,4000,0,1000,1489
1,5,5,24,26,1,1,3,35,100,0,0,800,2450
1,10,2,60,49,2,1,3,60,150,23000,0,1200,1390
1,22,1,48,42,2,2,1,102,121,0,0,1000,1250
1,9,2,60,33,2,1,1,75,88,2500,0,1000,1386
1,1,5,48,22,2,1,1,45,117,0,0,768,896
1,10,2,48,38,2,1,1,60,371,10000,4350,1450,1670
1,28,2,24,49,2,1,1,35,73,2700,0,400,500
1,17,6,48,40,2,1,1,60,117,6000,960,1200,1893
1,1,5,12,53,1,1,1,35,160,0,0,250,1456
1,6,5,60,23,2,1,1,45,125,0,0,900,1389
1,30,2,12,52,1,1,1,35,237,5000,500,800,1800
1,10,2,60,51,2,1,1,60,202,2000,0,1400,1580
1,14,2,60,41,2,1,1,75,183,4000,1100,1500,2730
1,3,2,60,33,2,1,1,60,129,3436,2686,800,880
2,5,5,48,24,1,1,2,35,139,2000,0,1000,1492
2,0,2,60,27,2,1,2,45,113,3000,1500,1200,1532
2,8,2,36,48,2,2,1,35,121,3000,0,400,925
1,16,2,60,32,2,1,1,60,93,4000,1100,800,1246
1,0,2,60,29,2,1,2,75,70,4500,0,1150,1683
1,5,2,36,58,2,2,4,45,79,7000,0,400,1234
1,8,6,24,40,2,2,1,75,207,0,0,600,750
1,21,2,48,53,2,1,1,35,110,3000,0,1000,1674
2,0,5,36,24,1,1,2,35,100,0,0,1000,2000
1,25,2,12,43,2,1,3,75,250,100000,0,600,841
2,2,5,36,21,1,1,3,35,221,0,0,500,650
1,18,5,60,42,5,2,1,35,145,0,0,1000,1025
2,2,1,60,41,4,1,1,41,58,0,0,1000,1189
1,3,6,60,32,2,1,3,35,0,0,0,1000,1731
1,24,2,24,47,2,1,1,75,136,4000,0,435,935
1,2,2,60,29,2,1,1,60,110,2000,0,1020,1648
1,17,2,60,51,1,1,1,35,155,3000,0,1250,1668
2,15,1,36,43,2,1,3,75,0,15000,2000,1100,1720
1,15,2,48,29,2,1,3,45,176,16200,0,1400,2475
2,3,3,36,53,3,1,4,105,84,2500,500,700,890
2,2,1,24,30,2,1,2,53,80,0,0,500,975
2,0,5,48,34,4,1,3,35,0,4000,0,2370,2540
1,17,2,60,35,2,1,1,60,125,4000,0,1080,1428
2,5,2,60,36,2,1,3,90,62,3000,0,650,1295
1,17,1,12,46,2,1,1,59,141,0,0,200,600
1,1,1,36,44,2,1,1,105,145,0,0,1000,2275
2,1,1,60,24,2,1,1,57,124,0,0,1530,1586
2,7,2,60,25,2,1,1,35,75,3000,0,1350,1674
1,0,1,60,33,2,1,3,65,200,0,0,700,800
2,2,3,60,53,2,1,2,75,170,3000,180,1900,2180
1,8,2,60,42,2,2,3,75,290,10000,0,1200,2140
1,22,2,48,48,2,1,3,75,642,37000,0,1000,1484
1,13,2,60,28,2,1,1,45,148,3500,144,1350,1496
1,1,5,60,33,2,1,1,60,355,12000,0,1900,2150
2,2,2,36,21,1,2,3,35,25,13000,4000,1000,1200
1,4,5,36,39,2,1,1,60,100,6000,0,800,1500
